"pais_codigo","pais_nome","esporte_codigo","esporte_nome","evento_genero","evento_medalha","evento_atleta","evento_data"
"TUR","Türkiye","BOX","Boxe","Mulheres","Prata","Buse Naz CAKIROGLU","2024-08-09"
"TUR","Türkiye","BOX","Boxe","Mulheres","Prata","Hatice AKBAS","2024-08-08"
"TUR","Türkiye","BOX","Boxe","Mulheres","Bronze","Esra YILDIZ KAHRAMAN","2024-08-07"
"TUR","Türkiye","WRE","Luta","Mulheres","Bronze","Buse CAVUSOGLU TOSUN","2024-08-06"
"TUR","Türkiye","ARC","Tiro com Arco","Homens","Bronze","Türkiye","2024-07-29"
"TUR","Türkiye","SHO","Tiro Esportivo","Misto","Prata","Türkiye 2","2024-07-30"
"MEX","México","BOX","Boxe","Homens","Prata","Marco Alonso VERDE ALVAREZ","2024-08-09"
"MEX","México","JUD","Judô","Mulheres","Prata","Prisca AWITI ALCARAZ","2024-07-30"
"MEX","México","DIV","Saltos Ornamentais","Homens","Prata","CELAYA/OLVERA","2024-08-02"
"MEX","México","DIV","Saltos Ornamentais","Homens","Bronze","Osmar OLVERA IBARRA","2024-08-08"
"MEX","México","ARC","Tiro com Arco","Mulheres","Bronze","Mexico","2024-07-28"
"COL","Colômbia","GAR","Ginástica Artística","Homens","Prata","Angel BARAJAS","2024-08-05"
"COL","Colômbia","WLF","Levantamento de Peso","Mulheres","Prata","Mari Leivis SANCHEZ","2024-08-09"
"COL","Colômbia","WLF","Levantamento de Peso","Homens","Prata","Yeison LOPEZ","2024-08-09"
"PRK","RPD da Coréia","BOX","Boxe","Mulheres","Bronze","PANG Cholmi","2024-08-04"
"PRK","RPD da Coréia","WRE","Luta","Homens","Bronze","RI Se Ung","2024-08-06"
"PRK","RPD da Coréia","WRE","Luta","Mulheres","Bronze","CHOE Hyo Gyong","2024-08-08"
"PRK","RPD da Coréia","DIV","Saltos Ornamentais","Mulheres","Prata","JO/KIM","2024-07-31"
"PRK","RPD da Coréia","DIV","Saltos Ornamentais","Mulheres","Bronze","KIM Mi Rae","2024-08-06"
"PRK","RPD da Coréia","TTE","Tênis de Mesa","Misto","Prata","RI/KIM","2024-07-30"
"LTU","Lituânia","ATH","Atletismo","Homens","Prata","Mykolas ALEKNA","2024-08-07"
"LTU","Lituânia","BK3","Basquete 3x3","Homens","Bronze","Lithuania","2024-08-05"
"LTU","Lituânia","BKG","Breaking","Mulheres","Prata","NICKA","2024-08-09"
"LTU","Lituânia","ROW","Remo","Mulheres","Bronze","Viktorija SENKUTE","2024-08-03"
"ARM","Armênia","GAR","Ginástica Artística","Homens","Prata","Artur DAVTYAN","2024-08-04"
"ARM","Armênia","WRE","Luta","Homens","Prata","Artur ALEKSANYAN","2024-08-07"
"ARM","Armênia","WRE","Luta","Homens","Bronze","Malkhas AMOYAN","2024-08-07"
"POR","Portugal","ATH","Atletismo","Homens","Prata","Pedro PICHARDO","2024-08-09"
"POR","Portugal","CTR","Ciclismo de Pista","Homens","Prata","Iuri LEITAO","2024-08-08"
"POR","Portugal","JUD","Judô","Mulheres","Bronze","Patricia SAMPAIO","2024-08-01"
"ETH","Etiópia","ATH","Atletismo","Homens","Prata","Berihu AREGAWI","2024-08-02"
"ETH","Etiópia","ATH","Atletismo","Mulheres","Prata","Tsige DUGUMA","2024-08-05"
"IND","Índia","ATH","Atletismo","Homens","Prata","Neeraj CHOPRA","2024-08-08"
"IND","Índia","HOC","Hóquei sobre Grama","Homens","Bronze","India","2024-08-08"
"IND","Índia","WRE","Luta","Homens","Bronze","Aman AMAN","2024-08-09"
"IND","Índia","SHO","Tiro Esportivo","Homens","Bronze","Swapnil KUSALE","2024-08-01"
"IND","Índia","SHO","Tiro Esportivo","Mulheres","Bronze","Manu BHAKER","2024-07-28"
"IND","Índia","SHO","Tiro Esportivo","Misto","Bronze","India 1","2024-07-30"
"KGZ","Quirguistão","WRE","Luta","Mulheres","Prata","Meerim ZHUMANAZAROVA","2024-08-06"
"KGZ","Quirguistão","WRE","Luta","Homens","Bronze","Zholaman SHARSHENBEKOV","2024-08-06"
"KGZ","Quirguistão","WRE","Luta","Homens","Bronze","Akzhol MAKHMUDOV","2024-08-07"
"KGZ","Quirguistão","WRE","Luta","Homens","Bronze","Uzur DZHUZUPBEKOV","2024-08-07"
"MDA","Moldova","CSP","Canoagem Velocidade","Homens","Bronze","Serghei TARNOVSCHI","2024-08-09"
"MDA","Moldova","JUD","Judô","Homens","Bronze","Denis VIERU","2024-07-28"
"MDA","Moldova","JUD","Judô","Homens","Bronze","Adil OSMANOV","2024-07-29"
"MDA","Moldova","WRE","Luta","Mulheres","Prata","Anastasia NICHITA","2024-08-09"
"KOS","Kosovo","JUD","Judô","Mulheres","Prata","Distria KRASNIQI","2024-07-28"
"KOS","Kosovo","JUD","Judô","Mulheres","Bronze","Laura FAZLIU","2024-07-30"
"CYP","Chipre","SAL","Vela","Homens","Prata","Pavlos KONTIDES","2024-08-07"
"FIJ","Fiji","RU7","Rugby Sevens","Homens","Prata","Fiji","2024-07-27"
"JOR","Jordânia","TKW","Taekwondo","Homens","Prata","Zaid KAREEM","2024-08-08"
"MGL","Mongólia","JUD","Judô","Mulheres","Prata","Baasankhuu BAVUUDORJ","2024-07-27"
"TJK","Tajiquistão","BOX","Boxe","Homens","Bronze","Davlat BOLTAEV","2024-08-04"
"TJK","Tajiquistão","JUD","Judô","Homens","Bronze","Somon MAKHMADBEKOV","2024-07-30"
"TJK","Tajiquistão","JUD","Judô","Homens","Bronze","Temur RAKHIMOV","2024-08-02"
"GRN","Granada","ATH","Atletismo","Homens","Bronze","Anderson PETERS","2024-08-08"
"GRN","Granada","ATH","Atletismo","Homens","Bronze","Lindon VICTOR","2024-08-02"
"MAS","Malásia","BDM","Badminton","Homens","Bronze","Zii Jia LEE","2024-08-05"
"MAS","Malásia","BDM","Badminton","Homens","Bronze","CHIA/SOH","2024-08-04"
"CPV","Cabo Verde","BOX","Boxe","Homens","Bronze","David de PINA","2024-08-04"
"EGY","Egito","FEN","Esgrima","Homens","Bronze","Mohamed ELSAYED","2024-07-28"
"EOR","EOR","BOX","Boxe","Mulheres","Bronze","Cindy Winner DJANKEU NGAMBA","2024-08-08"
"PER","Peru","SAL","Vela","Homens","Bronze","Stefano PESCHIERA","2024-08-07"
"SGP","Singapura","SAL","Vela","Homens","Bronze","Maximilian MAEDER","2024-08-09"
"SVK","Eslováquia","CSL","Canoagem Slalom","Homens","Bronze","Matej BENUS","2024-07-29"
"ZAM","Zâmbia","ATH","Atletismo","Homens","Bronze","Muzala SAMUKONGA","2024-08-07"
